id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
77|1523860368879194112|@sergio_fajardo @camilo_alfa @wradiocolombia ya es hora de ser claros y decir : “cual quiera menos petro” decirlo es más fácil d lo que usted cree!!|101057155||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter for iPhone|2022-05-10 02:59:58+00:00
78|1523860337061240832|"el centro™ literalmente lleva 2 días quejándose de que @isazuleta denunciara lícitamente las irregularidades de hidroituango hace años porque  ahora que es senadora electa  dice que ""quemó"" a @sergio_fajardo  pero el @pactocol es el de la campaña de ""superioridad moral"" 😆  "|1258036714431447041||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter for Android|2022-05-10 02:59:50+00:00
79|1523860335148552192|@un_espectador_i @capitanolvido @richizuluaga @kuzuresiste @isazuleta @gustavobolivar @beralg @franciscoactiv2 @coaliesperanza @sergio_fajardo pero eso era cuando él era uribista acérrimo  y tenía los ojos tapados  ya despertó ya no piensa de esa manera |1275651068605730818||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:59:50+00:00
80|1523860334003511298|@sergio_fajardo @wradiocolombia ud hace parte de la corrupción en si no sea descarado|394163932||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:59:50+00:00
81|1523860302391037953|@fajardobogota @sergio_fajardo |67135621||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:59:42+00:00
82|1523860271567093760|@sergio_fajardo @wradiocolombia ja  ja  ja   no sea bobo!|1100852387663831041||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-10 02:59:35+00:00
83|1523860254949322759|@ingrodolfohdez @sergio_fajardo @mara58862659 🙏🙏🙏 😩😣|957464715898314752||{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}|Twitter for Android|2022-05-10 02:59:31+00:00
84|1523860240197996545|@johnmiltonr_ @sergio_fajardo @ficogutierrez @petrogustavo ruin lo hecho por usted y sus profetas del comercio de la fe'  aprovechar la palabra de dios para engañar incautos es miserable !!!quemar políticamente es política que ar los cerebros con ideales de sangre  hambruna y muerte  es cobarde y bajo jesús los reprende!! pastor malo|1322354388632014848||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:59:27+00:00
85|1523860222338637826|@sergio_fajardo @ccexterior |19397600||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 02:59:23+00:00
86|1523860211890593793|"@suareztrinando @margaritarosadf @sergio_fajardo @jerobledo @juanmanuelgalan @carlosfgalan @sandraborda mejor qué caigan donde fico  qué ""es bacán""   "|368094209||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:59:21+00:00
87|1523860199982964737|@donizquierdo_ @isazuleta @sergio_fajardo a mí definitivamente no  yo soy decente  a ud obviamente sí! mañosos!!!|1276341629528481793||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 02:59:18+00:00
88|1523860182022897665|@sergio_fajardo ahora que se conoce ese vídeo de  la sra zuleta seria  bueno saber quienes son los que están infiltrando campañas|1432466306553557000||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:59:14+00:00
